"whiskey_id","author_id","review"
1484,5,"An 8 year old Kentucky straight bourbon finished in Oregon oak that apparently brings about vanilla cake batter caramel hints of coffee and citrus. Soft and delicate to the taste with exploding French toast notes cinnamon allspice and a hint of blueberry jam. The finish comes and goes but leaves an impressive watermelon Jolly Rancher-cinnamon combo at the end. This one is meant to be sipped without the addition of water or ice. Sourced whiskey."
1485,11,"Interesting that the label says “Artfully Aged” yet there’s no actual age statement. Lively nose good rye snap and spice a bit of mint and oaky edge. Not hot well-behaved on the tongue and happily gives back everything taken on the nose. Sweet spicy and easy to like this is whiskey without flaw well-done and tasty if not overly ambitious or challenging."
1486,9,"A pleasing very drinkable bourbon. Elegant notes of butterscotch candy honey-tinged fruit creamy vanilla and sweet corn with delicate mint on the finish. A versatile bourbon that fits most moods and occasions. (Bottled exclusively for Bayway World of Liquor.)"
1487,9,"Amber color. Aroma of soft fruit sweet corn caramel light toffee and a hint of mint. Light to medium in body and smooth. On the palate notes of caramel coated fruit corn and delicate toffee notes becoming gently dry with notes of vanilla and mint."
1488,9,"Honeyed citrus vanilla and hints of toasted coconut on the nose.  Similar follow-through on the palate—sweeter up front and then becoming dry with firm spice and toasted nuts. Long resinous warm spice finish.  I’d like a little less dried spice on the finish—or more sweetness to balance it. Otherwise a nice bourbon."
1489,8,"A delicate nose of golden raisin Cracker Jack peanuts pleasing citrus and hints of clove. The palate is fairly straightforward in its honeyed sweetness and warm cereal notes with hints of tobacco leaf. Not exciting but enjoyable in an understated way and a nice leisurely sipper."
1490,2,"From Texas-based Treaty Oak Distilling distilled from corn and wheat and aged 12 months. The relatively low ABV is by design to make this a “sessionable” whiskey. Herbal on the nose with lots of barrel influence. Light on the palate but full in texture with notes of maple syrup blueberry pie cooked peaches and new oak followed by a spiced finish. The overall profile is light but with sippable flavors."
1491,9,"The first release in the “Whiskey Row” series. Nicely balanced flavors with a youthful kick. Fairly straightforward in profile with plenty of spice (cinnamon clove mint and nutmeg) citrus fruit (orange tangerine grapefruit) and honey vanilla. Dry spicy finish. A little rough around the edges but otherwise an enjoyable whiskey."
1492,9,"Quite the antithesis of the Signature Craft 12 year old released at the same time. This one is finished in Spanish brandy barrels so I expect it to be a polarizing whiskey. The brandy influence shows with sweet fruit (sultana honeyed tangerine pineapple ripe apricot) and spice (vanilla cinnamon ginger) interwoven with caramel. No age statement. Youthful but not immature. A limited edition release."
1493,2,"One of two single barrel bourbons distilled in 2015 this one selected by Firestone & Robertson co-founder Troy Robertson. The nose is somewhat green but offers notes of iced tea candied orange graham crackers and antique closet. The palate has flavors of dark chocolate tea leaves roasted nuts mint wild herbs and barrel char. The finish is barrel-forward with more char drying tobacco and roasted coffee beans."
1494,13,"An unusual mashbill of 51% corn 44% malted barley and 5% rye gives this whiskey notes of spearmint chile flakes Nesquik powder and cherry pie. There’s more chocolate on the palate in the form of mocha and cocoa powder along with pistachio and herbal oak. A bitter finish paired with the silky mouthfeel leaves things slightly off-balance but the earthy chocolate notes show signs of promise for this oddity. (5000 bottles)"
1495,9,"The whiskey’s formula has been improved and now consists of a higher percentage of older whiskies (into the high teens) than the original release (which I rated 81). Nicely balanced with candied fruit blackberry jam soft vanilla kettle corn and a kiss of mint. Pleasant unpretentious and uncomplicated."
1496,5,"Delicate and flavorful chocolate caramel and dried fruit begin a delightful sipper that really becomes easy drinking with hints of cola cherry and maple syrup. Then it’s the spice specifically cinnamon and allspice over a slight bitterness like grapefruit rind that suggests complexity awaits. But no the short finish hurts its next-level consideration. Price is per 375 ml"
1497,9,"The second 20 year old single barrel release sold at Heaven Hill’s Bourbon Heritage Center. (I rated the first one a 96.) Like its predecessor this one sports a beautiful nose — and beginning of the palate — with toffee nougat pecan pie and coconut truffle. But some fairly aggressive tactile oak on the finish keeps this whiskey from earning a higher rating."
1498,9,"Single barrel and not chill-filtered. Notably spicy (especially cinnamon) and gripping on the palate — the ten years in oak are not lost here. Some botanical notes too especially toward the finish. Somewhat aggressive but underlying notes of caramel candy corn and ripe tangerine help soften the blow. Despite its slightly imposing personality it shows character and never steps over the line. (A Julio’s Liquors exclusive.)"
1499,9,"Not overly challenging. Stylish and very easy to embrace. I would introduce a new bourbon drinker to this kind of bourbon. Pleasingly sweet with honeyed vanilla graham cracker candy corn dates and golden raisin. Subtle spice (cinnamon mint cocoa and nutmeg) leading to a smooth silky finish. I would love to see this at 45% ABV or even higher as it comes across almost too soft. But for this price I’m not complaining. A great value."
1500,12,"The nose has fruity hard candy citrus oil and lime Popsicle stick along with expressive grain. On the palate the sturdy proof holds up well to a few drops of water revealing iced herbal tea mint leaves cinnamon black pepper and orange oil as well as plenty of chewy oak. The finish is where this whiskey’s personality really starts to show offering rich dark chocolate and roasted almonds."
1501,12,"Lots to unpack on the nose: dried orange peel blueberry maple syrup herbs and fragrant spices—cinnamon allspice clove caraway; with water green papaya and cedar. The palate is dry and chewy with oak orange cinnamon clove cedar oil roasted nuts chocolate and crushed red pepper. It finishes simply with dry oak nutty chocolate and cinnamon."
1502,2,"Notes of red fruit blueberry dried cherries Grape Nuts lemon oil and an herbal spiciness on the nose balanced against an influence of drying oak. The palate is smooth and light with cinnamon milk chocolate peanut shells green pepper and oak tannins. The finish is sweet and offers a tropical note of sweet orange and lemon. This whiskey is light but the four-grain mashbill creates an intriguing non-traditional profile."
1503,2,"A nose of dark fruit figs sassafras powdered orange candy and brown sugar leads to a palate that’s lightly nimble with vanilla iced tea lemon cracked pepper and textured oak. Water brings out sweeter notes with orange and strawberry balanced against herbal flavors and eucalyptus. The finish is sweet and a bit light tasting of sliced orange vanilla syrup toasted oak and roasted herbs. A balanced light and somewhat non-traditional bourbon."
1504,12,"Uncommonly delicate and floral: a bundle of honeysuckle and grandma’s potpourri on the nose mingled with cantaloupe almond milk rice pudding peach and Nilla Wafer. It fills the mouth with an oily texture and flavors of tropical fruit peach melon hazelnut and citrus soap finishing with lingering tobacco and nuts. Town Branch uses the same proprietary yeast for this bourbon as its Pearse Irish whiskey which may explain the unusual flavor profile."
